imgID,annID,scID,bbox,scale,catnm,position,label,new_img_path,new_msk_path,
116850,116851,19388,19388,"[638,604,261,595]",0.143791667,Crane,4,1,com_pic/images/19388.jpg,com_pic/masks/19388.jpg
116856,116857,19389,19389,"[1051,531,13,22]",0.000264815,Hanging head,3,1,com_pic/images/19389.jpg,com_pic/masks/19389.jpg
116892,116893,19396,19396,"[301,617,166,36]",0.005533333,Other vehicle,13,1,com_pic/images/19396.jpg,com_pic/masks/19396.jpg
116893,116894,19396,19396,"[207,633,99,72]",0.0066,Other vehicle,13,1,com_pic/images/19396.jpg,com_pic/masks/19396.jpg
116894,116895,19396,19396,"[107,636,140,71]",0.009203704,Other vehicle,13,1,com_pic/images/19396.jpg,com_pic/masks/19396.jpg
116895,116896,19396,19396,"[54,640,110,70]",0.00712963,Other vehicle,13,1,com_pic/images/19396.jpg,com_pic/masks/19396.jpg
116896,116897,19396,19396,"[0,644,107,68]",0.006737037,Other vehicle,13,1,com_pic/images/19396.jpg,com_pic/masks/19396.jpg
161,162,19,19,"[656,319,12,47]",0.000522222,Hanging head,3,1,com_pic/images/19.jpg,com_pic/masks/19.jpg
170,171,21,21,"[729,0,177,564]",0.143874441,Crane,4,1,com_pic/images/21.jpg,com_pic/masks/21.jpg
175,176,23,23,"[884,804,28,23]",0.000644,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
176,177,23,23,"[319,695,27,20]",0.00054,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
177,178,23,23,"[688,839,24,30]",0.00072,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
178,179,23,23,"[572,524,13,15]",0.000195,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
179,180,23,23,"[584,504,13,12]",0.000156,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
180,181,23,23,"[581,493,13,10]",0.00013,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
181,182,23,23,"[590,486,9,10]",9.00E-05,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
182,183,23,23,"[576,480,8,9]",7.20E-05,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
116742,116743,19372,19372,"[594,381,217,291]",0.077959259,Crane,4,1,com_pic/images/19372.jpg,com_pic/masks/19372.jpg
116743,116744,19372,19372,"[324,375,44,115]",0.006246914,Crane,4,1,com_pic/images/19372.jpg,com_pic/masks/19372.jpg
116760,116761,19374,19374,"[334,191,43,25]",0.002732532,Other vehicle,13,1,com_pic/images/19374.jpg,com_pic/masks/19374.jpg
116769,116770,19375,19375,"[42,418,26,28]",0.001755401,Other vehicle,13,1,com_pic/images/19375.jpg,com_pic/masks/19375.jpg
116770,116771,19375,19375,"[366,118,192,307]",0.14212963,Crane,4,1,com_pic/images/19375.jpg,com_pic/masks/19375.jpg
116787,116788,19378,19378,"[0,0,152,173]",0.024348148,Other vehicle,13,1,com_pic/images/19378.jpg,com_pic/masks/19378.jpg
116795,116796,19379,19379,"[968,270,15,10]",0.000138889,Other vehicle,13,1,com_pic/images/19379.jpg,com_pic/masks/19379.jpg
116812,116813,19382,19382,"[518,0,140,604]",0.078296296,Pump truck,10,1,com_pic/images/19382.jpg,com_pic/masks/19382.jpg
116818,116819,19384,19384,"[509,498,251,204]",0.047411111,Concrete mixer,11,1,com_pic/images/19384.jpg,com_pic/masks/19384.jpg
116819,116820,19384,19384,"[362,128,837,539]",0.417725,Pump truck,10,1,com_pic/images/19384.jpg,com_pic/masks/19384.jpg
183,184,23,23,"[581,478,8,8]",6.40E-05,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
184,185,23,23,"[615,477,9,10]",9.00E-05,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
185,186,23,23,"[591,467,9,7]",6.30E-05,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
188,189,23,23,"[606,464,16,7]",0.000112,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
189,190,23,23,"[945,812,27,21]",0.000567,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
190,191,23,23,"[207,991,20,8]",0.00016,Other vehicle,13,1,com_pic/images/23.jpg,com_pic/masks/23.jpg
202,203,25,25,"[529,101,10,18]",0.000166667,Hanging head,3,1,com_pic/images/25.jpg,com_pic/masks/25.jpg
209,210,25,25,"[80,753,208,79]",0.015214815,Crane,4,1,com_pic/images/25.jpg,com_pic/masks/25.jpg
225,226,28,28,"[346,0,92,54]",0.007159997,Other vehicle,13,1,com_pic/images/28.jpg,com_pic/masks/28.jpg
229,230,28,28,"[0,0,123,113]",0.020031563,Pile driving,12,1,com_pic/images/28.jpg,com_pic/masks/28.jpg
116651,116652,19352,19352,"[41,715,20,17]",0.000314815,Other vehicle,13,1,com_pic/images/19352.jpg,com_pic/masks/19352.jpg
116661,116662,19355,19355,"[530,0,106,467]",0.045835185,Pump truck,10,1,com_pic/images/19355.jpg,com_pic/masks/19355.jpg
116663,116664,19355,19355,"[1066,429,70,32]",0.002074074,Other vehicle,13,1,com_pic/images/19355.jpg,com_pic/masks/19355.jpg
116670,116671,19358,19358,"[835,608,10,15]",0.000138889,Hanging head,3,1,com_pic/images/19358.jpg,com_pic/masks/19358.jpg
116712,116713,19367,19367,"[231,40,613,1072]",0.608459259,Pump truck,10,1,com_pic/images/19367.jpg,com_pic/masks/19367.jpg
116718,116719,19369,19369,"[409,386,118,86]",0.009396296,Other vehicle,13,1,com_pic/images/19369.jpg,com_pic/masks/19369.jpg
116719,116720,19369,19369,"[247,253,254,123]",0.028927778,Concrete mixer,11,1,com_pic/images/19369.jpg,com_pic/masks/19369.jpg
116724,116725,19370,19370,"[169,255,32,16]",0.000632099,Other vehicle,13,1,com_pic/images/19370.jpg,com_pic/masks/19370.jpg
116725,116726,19370,19370,"[198,262,8,9]",8.89E-05,Other vehicle,13,1,com_pic/images/19370.jpg,com_pic/masks/19370.jpg
116741,116742,19372,19372,"[881,344,15,27]",0.0005,Hanging head,3,1,com_pic/images/19372.jpg,com_pic/masks/19372.jpg
247,248,30,30,"[37,227,64,29]",0.002291358,Other vehicle,13,1,com_pic/images/30.jpg,com_pic/masks/30.jpg
250,251,31,31,"[960,493,187,172]",0.029781481,Bulldozer,6,1,com_pic/images/31.jpg,com_pic/masks/31.jpg
264,265,34,34,"[328,384,8,6]",4.44E-05,Hanging head,3,1,com_pic/images/34.jpg,com_pic/masks/34.jpg
266,267,35,35,"[479,401,73,65]",0.012295294,Concrete mixer,11,1,com_pic/images/35.jpg,com_pic/masks/35.jpg
267,268,35,35,"[367,115,191,289]",0.143032235,Crane,4,1,com_pic/images/35.jpg,com_pic/masks/35.jpg
283,284,37,37,"[531,195,583,399]",0.215386111,Pump truck,10,1,com_pic/images/37.jpg,com_pic/masks/37.jpg
288,289,37,37,"[201,441,505,196]",0.091648148,Concrete mixer,11,1,com_pic/images/37.jpg,com_pic/masks/37.jpg
291,292,38,38,"[571,340,13,31]",0.000419792,Hanging head,3,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
294,295,38,38,"[822,369,76,36]",0.00285,Other vehicle,13,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
295,296,38,38,"[942,323,101,58]",0.006102083,Bulldozer,6,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
116572,116573,19344,19344,"[161,652,7,7]",4.54E-05,Hanging head,3,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
116573,116574,19344,19344,"[102,512,7,13]",8.43E-05,Hanging head,3,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
116574,116575,19344,19344,"[603,869,30,13]",0.000361111,Other vehicle,13,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
116575,116576,19344,19344,"[573,872,15,10]",0.000138889,Other vehicle,13,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
116612,116613,19346,19346,"[326,718,77,46]",0.005104813,Hanging head,3,1,com_pic/images/19346.jpg,com_pic/masks/19346.jpg
116627,116628,19347,19347,"[11,314,43,33]",0.001313889,Other vehicle,13,1,com_pic/images/19347.jpg,com_pic/masks/19347.jpg
116634,116635,19350,19350,"[698,505,28,42]",0.001088889,Other vehicle,13,1,com_pic/images/19350.jpg,com_pic/masks/19350.jpg
116635,116636,19350,19350,"[708,498,171,63]",0.009975,Other vehicle,13,1,com_pic/images/19350.jpg,com_pic/masks/19350.jpg
116636,116637,19350,19350,"[863,507,137,47]",0.005962037,Other vehicle,13,1,com_pic/images/19350.jpg,com_pic/masks/19350.jpg
116641,116642,19350,19350,"[661,489,7,20]",0.00012963,Hanging head,3,1,com_pic/images/19350.jpg,com_pic/masks/19350.jpg
299,300,38,38,"[64,429,144,104]",0.0156,Bulldozer,6,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
301,302,38,38,"[418,44,135,373]",0.052453125,Crane,4,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
302,303,38,38,"[750,361,71,42]",0.00310625,Other vehicle,13,1,com_pic/images/38.jpg,com_pic/masks/38.jpg
318,319,41,41,"[439,27,110,123]",0.019499751,Hanging head,3,1,com_pic/images/41.jpg,com_pic/masks/41.jpg
330,331,43,43,"[81,0,39,394]",0.039521605,Pump truck,10,1,com_pic/images/43.jpg,com_pic/masks/43.jpg
393,394,54,54,"[665,42,217,298]",0.059875926,Crane,4,1,com_pic/images/54.jpg,com_pic/masks/54.jpg
421,422,59,59,"[757,220,12,70]",0.001037037,Crane,4,1,com_pic/images/59.jpg,com_pic/masks/59.jpg
422,423,59,59,"[582,237,17,34]",0.00071358,Crane,4,1,com_pic/images/59.jpg,com_pic/masks/59.jpg
431,432,60,60,"[318,36,13,28]",0.000936214,Hanging head,3,1,com_pic/images/60.jpg,com_pic/masks/60.jpg
456,457,64,64,"[502,96,397,294]",0.108072222,Crane,4,1,com_pic/images/64.jpg,com_pic/masks/64.jpg
116488,116489,19328,19328,"[733,293,106,91]",0.011908642,Concrete mixer,11,1,com_pic/images/19328.jpg,com_pic/masks/19328.jpg
116489,116490,19328,19328,"[80,68,939,583]",0.675848148,Pump truck,10,1,com_pic/images/19328.jpg,com_pic/masks/19328.jpg
116505,116506,19331,19331,"[851,152,45,18]",0.00075,Other vehicle,13,1,com_pic/images/19331.jpg,com_pic/masks/19331.jpg
116506,116507,19331,19331,"[1000,141,73,27]",0.001825,Other vehicle,13,1,com_pic/images/19331.jpg,com_pic/masks/19331.jpg
116507,116508,19331,19331,"[1156,144,28,14]",0.000362963,Other vehicle,13,1,com_pic/images/19331.jpg,com_pic/masks/19331.jpg
116518,116519,19334,19334,"[40,301,13,48]",0.000507813,Hanging head,3,1,com_pic/images/19334.jpg,com_pic/masks/19334.jpg
116530,116531,19337,19337,"[743,196,456,365]",0.154111111,Pile driving,12,1,com_pic/images/19337.jpg,com_pic/masks/19337.jpg
116531,116532,19337,19337,"[724,296,123,256]",0.029155556,Pile driving,12,1,com_pic/images/19337.jpg,com_pic/masks/19337.jpg
116570,116571,19344,19344,"[726,806,15,12]",0.000166667,Hanging head,3,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
116571,116572,19344,19344,"[841,625,7,4]",2.59E-05,Hanging head,3,1,com_pic/images/19344.jpg,com_pic/masks/19344.jpg
457,458,64,64,"[0,56,530,995]",0.488287037,Crane,4,1,com_pic/images/64.jpg,com_pic/masks/64.jpg
458,459,64,64,"[428,850,64,195]",0.011555556,Hanging head,3,1,com_pic/images/64.jpg,com_pic/masks/64.jpg
459,460,64,64,"[517,1060,56,139]",0.007207407,Hanging head,3,1,com_pic/images/64.jpg,com_pic/masks/64.jpg
464,465,66,66,"[816,486,183,285]",0.052155,Other vehicle,13,1,com_pic/images/66.jpg,com_pic/masks/66.jpg
465,466,66,66,"[574,653,376,346]",0.130096,Other vehicle,13,1,com_pic/images/66.jpg,com_pic/masks/66.jpg
466,467,66,66,"[297,777,297,222]",0.065934,Other vehicle,13,1,com_pic/images/66.jpg,com_pic/masks/66.jpg
467,468,66,66,"[50,902,216,97]",0.020952,Other vehicle,13,1,com_pic/images/66.jpg,com_pic/masks/66.jpg
479,480,68,68,"[303,375,413,322]",0.123135185,Crane,4,1,com_pic/images/68.jpg,com_pic/masks/68.jpg
484,485,69,69,"[527,423,17,11]",0.000269509,Other vehicle,13,1,com_pic/images/69.jpg,com_pic/masks/69.jpg
485,486,69,69,"[579,454,28,15]",0.000605314,Other vehicle,13,1,com_pic/images/69.jpg,com_pic/masks/69.jpg
116444,116445,19323,19323,"[668,472,123,41]",0.004669444,Other vehicle,13,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
116445,116446,19323,19323,"[629,470,61,44]",0.002485185,Other vehicle,13,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
116448,116449,19323,19323,"[289,374,28,109]",0.002825926,Crane,4,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
116460,116461,19324,19324,"[1098,434,49,23]",0.001043519,Concrete mixer,11,1,com_pic/images/19324.jpg,com_pic/masks/19324.jpg
116461,116462,19324,19324,"[1070,442,25,10]",0.000231481,Other vehicle,13,1,com_pic/images/19324.jpg,com_pic/masks/19324.jpg
116471,116472,19326,19326,"[820,410,94,28]",0.002437037,Other vehicle,13,1,com_pic/images/19326.jpg,com_pic/masks/19326.jpg
116472,116473,19326,19326,"[991,403,28,17]",0.000440741,Other vehicle,13,1,com_pic/images/19326.jpg,com_pic/masks/19326.jpg
116473,116474,19327,19327,"[326,177,197,198]",0.094053819,Crane,4,1,com_pic/images/19327.jpg,com_pic/masks/19327.jpg
116474,116475,19327,19327,"[536,374,64,50]",0.007716049,Concrete mixer,11,1,com_pic/images/19327.jpg,com_pic/masks/19327.jpg
116484,116485,19328,19328,"[541,207,93,54]",0.0062,Concrete mixer,11,1,com_pic/images/19328.jpg,com_pic/masks/19328.jpg
486,487,69,69,"[589,472,22,14]",0.000443897,Other vehicle,13,1,com_pic/images/69.jpg,com_pic/masks/69.jpg
488,489,69,69,"[748,339,13,16]",0.000299774,Other vehicle,13,1,com_pic/images/69.jpg,com_pic/masks/69.jpg
508,509,72,72,"[731,55,230,33]",0.00790625,Other vehicle,13,1,com_pic/images/72.jpg,com_pic/masks/72.jpg
548,549,77,77,"[787,468,74,109]",0.011624907,Other vehicle,13,1,com_pic/images/77.jpg,com_pic/masks/77.jpg
549,550,77,77,"[638,617,146,123]",0.025881488,Other vehicle,13,1,com_pic/images/77.jpg,com_pic/masks/77.jpg
550,551,77,77,"[0,702,147,62]",0.013135309,Crane,4,1,com_pic/images/77.jpg,com_pic/masks/77.jpg
553,554,79,79,"[1086,643,113,81]",0.008475,Other vehicle,13,1,com_pic/images/79.jpg,com_pic/masks/79.jpg
556,557,79,79,"[958,578,19,47]",0.000826852,Hanging head,3,1,com_pic/images/79.jpg,com_pic/masks/79.jpg
558,559,79,79,"[783,679,266,47]",0.011575926,Other vehicle,13,1,com_pic/images/79.jpg,com_pic/masks/79.jpg
560,561,79,79,"[725,136,252,542]",0.126466667,Crane,4,1,com_pic/images/79.jpg,com_pic/masks/79.jpg
116371,116372,19313,19313,"[887,488,58,30]",0.003356481,Other vehicle,13,1,com_pic/images/19313.jpg,com_pic/masks/19313.jpg
116372,116373,19313,19313,"[925,488,34,24]",0.001574074,Other vehicle,13,1,com_pic/images/19313.jpg,com_pic/masks/19313.jpg
116378,116379,19315,19315,"[666,681,27,35]",0.000875,Hanging head,3,1,com_pic/images/19315.jpg,com_pic/masks/19315.jpg
116394,116395,19317,19317,"[880,470,196,82]",0.014881481,Other vehicle,13,1,com_pic/images/19317.jpg,com_pic/masks/19317.jpg
116416,116417,19321,19321,"[439,527,467,288]",0.124533333,Other vehicle,13,1,com_pic/images/19321.jpg,com_pic/masks/19321.jpg
116417,116418,19321,19321,"[204,434,273,208]",0.052577778,Bulldozer,6,1,com_pic/images/19321.jpg,com_pic/masks/19321.jpg
116423,116424,19322,19322,"[1033,245,166,126]",0.019366667,Concrete mixer,11,1,com_pic/images/19322.jpg,com_pic/masks/19322.jpg
116439,116440,19323,19323,"[385,429,289,185]",0.04950463,Crane,4,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
116440,116441,19323,19323,"[651,282,53,53]",0.002600926,Hanging head,3,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
116443,116444,19323,19323,"[772,366,29,114]",0.003061111,Pile driving,12,1,com_pic/images/19323.jpg,com_pic/masks/19323.jpg
574,575,81,81,"[230,465,193,95]",0.016976852,Concrete mixer,11,1,com_pic/images/81.jpg,com_pic/masks/81.jpg
575,576,81,81,"[406,229,708,320]",0.209777778,Pump truck,10,1,com_pic/images/81.jpg,com_pic/masks/81.jpg
587,588,84,84,"[426,330,21,17]",0.000330556,Hanging head,3,1,com_pic/images/84.jpg,com_pic/masks/84.jpg
592,593,86,86,"[356,258,565,247]",0.129217593,Concrete mixer,11,1,com_pic/images/86.jpg,com_pic/masks/86.jpg
595,596,86,86,"[121,0,1078,502]",0.50107037,Pump truck,10,1,com_pic/images/86.jpg,com_pic/masks/86.jpg
638,639,94,94,"[316,0,624,619]",0.476859259,Pump truck,10,1,com_pic/images/94.jpg,com_pic/masks/94.jpg
647,648,94,94,"[905,375,279,136]",0.046844444,Concrete mixer,11,1,com_pic/images/94.jpg,com_pic/masks/94.jpg
656,657,96,96,"[432,517,90,157]",0.017444444,Concrete mixer,11,1,com_pic/images/96.jpg,com_pic/masks/96.jpg
659,660,96,96,"[402,133,426,460]",0.241925926,Pump truck,10,1,com_pic/images/96.jpg,com_pic/masks/96.jpg
668,669,97,97,"[333,0,866,608]",0.487525926,Pump truck,10,1,com_pic/images/97.jpg,com_pic/masks/97.jpg
116285,116286,19303,19303,"[960,390,27,17]",0.000425,Other vehicle,13,1,com_pic/images/19303.jpg,com_pic/masks/19303.jpg
116306,116307,19304,19304,"[767,360,38,37]",0.001301852,Hanging head,3,1,com_pic/images/19304.jpg,com_pic/masks/19304.jpg
116308,116309,19304,19304,"[530,462,205,135]",0.025625,Crane,4,1,com_pic/images/19304.jpg,com_pic/masks/19304.jpg
116309,116310,19304,19304,"[808,420,22,86]",0.001751852,Crane,4,1,com_pic/images/19304.jpg,com_pic/masks/19304.jpg
116311,116312,19304,19304,"[724,498,102,29]",0.002738889,Other vehicle,13,1,com_pic/images/19304.jpg,com_pic/masks/19304.jpg
116318,116319,19306,19306,"[600,0,299,913]",0.252765741,Pile driving,12,1,com_pic/images/19306.jpg,com_pic/masks/19306.jpg
116320,116321,19306,19306,"[136,65,219,723]",0.146608333,Pile driving,12,1,com_pic/images/19306.jpg,com_pic/masks/19306.jpg
116337,116338,19308,19308,"[430,256,86,40]",0.003583333,Other vehicle,13,1,com_pic/images/19308.jpg,com_pic/masks/19308.jpg
116340,116341,19308,19308,"[327,88,49,18]",0.00091875,Other vehicle,13,1,com_pic/images/19308.jpg,com_pic/masks/19308.jpg
116346,116347,19310,19310,"[0,110,188,181]",0.042009877,Pump truck,10,1,com_pic/images/19310.jpg,com_pic/masks/19310.jpg
682,683,99,99,"[329,337,27,13]",0.000611925,Concrete mixer,11,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
684,685,99,99,"[179,294,34,25]",0.001481869,Concrete mixer,11,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
685,686,99,99,"[198,364,29,35]",0.001769526,Concrete mixer,11,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
686,687,99,99,"[254,399,26,26]",0.001178522,Concrete mixer,11,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
687,688,99,99,"[54,569,27,30]",0.001412134,Concrete mixer,11,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
688,689,99,99,"[278,418,21,20]",0.000732218,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
689,690,99,99,"[302,431,24,22]",0.000920502,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
690,691,99,99,"[340,478,31,19]",0.001026848,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
691,692,99,99,"[329,462,34,25]",0.001481869,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
692,693,99,99,"[333,453,28,19]",0.000927476,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
116188,116189,19289,19289,"[0,0,325,411]",0.192511404,Crane,4,1,com_pic/images/19289.jpg,com_pic/masks/19289.jpg
116189,116190,19289,19289,"[525,392,197,109]",0.030947388,Other vehicle,13,1,com_pic/images/19289.jpg,com_pic/masks/19289.jpg
116196,116197,19292,19292,"[215,266,33,29]",0.002479789,Other vehicle,13,1,com_pic/images/19292.jpg,com_pic/masks/19292.jpg
116200,116201,19292,19292,"[113,145,25,18]",0.001166045,Other vehicle,13,1,com_pic/images/19292.jpg,com_pic/masks/19292.jpg
116206,116207,19293,19293,"[131,240,17,13]",0.00020463,Hanging head,3,1,com_pic/images/19293.jpg,com_pic/masks/19293.jpg
116223,116224,19297,19297,"[240,0,136,104]",0.020384663,Crane,4,1,com_pic/images/19297.jpg,com_pic/masks/19297.jpg
116227,116228,19298,19298,"[182,360,30,11]",0.000305556,Other vehicle,13,1,com_pic/images/19298.jpg,com_pic/masks/19298.jpg
116229,116230,19299,19299,"[53,419,74,25]",0.001712963,Other vehicle,13,1,com_pic/images/19299.jpg,com_pic/masks/19299.jpg
116232,116233,19300,19300,"[377,171,101,126]",0.010356445,Hanging head,3,1,com_pic/images/19300.jpg,com_pic/masks/19300.jpg
116275,116276,19302,19302,"[366,0,24,26]",0.000899323,Other vehicle,13,1,com_pic/images/19302.jpg,com_pic/masks/19302.jpg
693,694,99,99,"[250,501,25,25]",0.001089609,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
694,695,99,99,"[235,507,29,26]",0.001314505,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
695,696,99,99,"[223,513,22,24]",0.000920502,Other vehicle,13,1,com_pic/images/99.jpg,com_pic/masks/99.jpg
699,700,101,101,"[215,17,27,91]",0.003033333,Crane,4,1,com_pic/images/101.jpg,com_pic/masks/101.jpg
704,705,103,103,"[0,94,173,226]",0.1005607,Pump truck,10,1,com_pic/images/103.jpg,com_pic/masks/103.jpg
727,728,107,107,"[326,0,162,421]",0.0842,Pile driving,12,1,com_pic/images/107.jpg,com_pic/masks/107.jpg
728,729,107,107,"[483,0,295,417]",0.15187037,Crane,4,1,com_pic/images/107.jpg,com_pic/masks/107.jpg
737,738,109,109,"[1149,623,4,3]",1.11E-05,Hanging head,3,1,com_pic/images/109.jpg,com_pic/masks/109.jpg
738,739,109,109,"[330,47,712,771]",0.508288889,Pump truck,10,1,com_pic/images/109.jpg,com_pic/masks/109.jpg
759,760,111,111,"[695,238,89,98]",0.010767901,Concrete mixer,11,1,com_pic/images/111.jpg,com_pic/masks/111.jpg
116094,116095,19269,19269,"[472,139,63,21]",0.003402778,Other vehicle,13,1,com_pic/images/19269.jpg,com_pic/masks/19269.jpg
116132,116133,19278,19278,"[694,266,56,29]",0.001503704,Other vehicle,13,1,com_pic/images/19278.jpg,com_pic/masks/19278.jpg
116134,116135,19279,19279,"[691,241,28,25]",0.000729167,Hanging head,3,1,com_pic/images/19279.jpg,com_pic/masks/19279.jpg
