imgID,scID,bbox,area,catnm,label,position
x_1_322_10.png,92,"[748, 339, 13, 16]",20900,crack,1,1
s_5_3412_21.png,130,"[392, 0, 204, 764]",998700,leak,1,1
x_2_403_31.png,160,"[731, 55, 23, 33]",191700,crack,1,1
x_3_3172_30.png,70,"[787, 468, 74, 109]",142500,crack,1,1
x_1_320_30.png,70,"[638, 617, 146, 123]",161000,crack,1,1
x_3_451_20.png,70,"[0, 702, 147, 62]",162100,leak,1,1
x_1_480_01.png,70,"[39, 0, 102, 189]",247100,leak,1,1
x_1_3062_31.png,72,"[1086, 643, 113, 81]",94200,crack,1,1
x_1_1348_10.png,72,"[958, 578, 19, 47]",52200,leak,1,1
s_5_3412_11.png,72,"[783, 679, 266, 47]",221700,crack,1,1
x_2_1426_30.png,72,"[725, 136, 252, 542]",602200,leak,1,1
x_2_331_30.png,74,"[23, 465, 193, 95]",160800,crack,1,1
x_3_2754_00.png,74,"[406, 229, 708, 32]",590000,leak,1,1
x_2_1406_11.png,76,"[11, 0, 163, 322]",402500,leak,1,1
x_2_1366_31.png,76,"[154, 345, 252, 51]",210000,leak,1,1
x_2_320_31.png,76,"[107, 304, 129, 2]",250000,leak,1,1
x_1_255_11.png,76,"[611, 308, 208, 198]",247500,leak,1,1
x_1_1485_20.png,76,"[244, 299, 512, 208]",426700,leak,1,1
x_3_1354_00.png,77,"[426, 33, 21, 17]",18900,leak,1,1
s_5_3264_30.png,77,"[0, 143, 1116, 551]",930000,leak,1,1
x_1_1355_10.png,79,"[356, 258, 565, 247]",470800,crack,1,1
x_3_1333_10.png,79,"[121, 0, 1078, 502]",898300,leak,1,1
x_3_1352_00.png,82,"[526, 0, 292, 53]",304200,leak,1,1
x_2_357_00.png,85,"[344, 0, 37, 62]",114800,leak,1,1
x_2_346_10.png,87,"[316, 0, 624, 619]",917000,leak,1,1
x_1_379_11.png,87,"[905, 375, 279, 136]",232500,crack,1,1
x_1_466_31.png,89,"[432, 517, 9, 157]",232600,crack,1,1
s_4_3789_30.png,89,"[402, 133, 426, 46]",681500,leak,1,1
x_3_2825_30.png,90,"[333, 0, 866, 608]",721700,leak,1,1
x_3_2961_01.png,93,"[0, 0, 131, 328]",546700,leak,1,1
x_3_1339_30.png,93,"[411, 0, 85, 502]",836700,leak,1,1
s_4_949_31.png,93,"[772, 0, 69, 407]",678300,leak,1,1
s_5_737_21.png,93,"[329, 337, 27, 13]",28200,crack,1,1
x_3_1186_01.png,93,"[179, 294, 34, 25]",41700,crack,1,1
x_2_2701_01.png,93,"[198, 364, 29, 35]",58300,crack,1,1
x_2_218_00.png,93,"[254, 399, 26, 26]",43300,crack,1,1
x_2_1419_11.png,93,"[54, 569, 27, 3]",50000,crack,1,1
x_3_1449_01.png,93,"[278, 418, 21, 2]",33300,crack,1,1
x_2_1399_11.png,93,"[302, 431, 24, 22]",36700,crack,1,1
x_2_452_11.png,93,"[34, 478, 31, 19]",32400,crack,1,1
x_3_1372_30.png,93,"[329, 462, 34, 25]",41700,crack,1,1
x_2_360_21.png,93,"[333, 453, 28, 19]",31700,crack,1,1
x_3_1376_30.png,93,"[25, 501, 25, 25]",41700,crack,1,1
s_5_699_20.png,93,"[235, 507, 29, 26]",43300,crack,1,1
x_2_201_21.png,93,"[223, 513, 22, 24]",40000,crack,1,1
x_3_2754_21.png,95,"[215, 17, 27, 91]",134800,leak,1,1
x_2_342_21.png,96,"[292, 433, 77, 52]",64200,crack,1,1
x_2_439_21.png,97,"[0, 94, 173, 226]",418500,leak,1,1
s_5_752_31.png,97,"[476, 0, 44, 105]",194400,leak,1,1
s_5_2016_11.png,98,"[129, 0, 219, 833]",833000,leak,1,1
x_1_2688_11.png,101,"[326, 0, 162, 421]",623700,block,1,1
x_1_508_10.png,101,"[483, 0, 295, 417]",617800,leak,1,1
x_1_254_21.png,103,"[401, 363, 347, 11]",289200,leak,1,1
x_2_256_31.png,103,"[1, 545, 92, 205]",227800,leak,1,1
x_2_1344_10.png,103,"[1149, 623, 4, 3]",3300,leak,1,1
x_2_403_00.png,103,"[33, 47, 712, 771]",856700,leak,1,1
s_5_779_30.png,103,"[1029, 609, 155, 22]",129200,leak,1,1
x_1_428_10.png,105,"[695, 238, 89, 98]",145200,crack,1,1
s_4_742_31.png,105,"[509, 133, 74, 55]",81500,crack,1,1
x_3_2803_31.png,105,"[0, 71, 942, 603]",893300,leak,1,1
x_1_322_01.png,108,"[416, 445, 196, 178]",197800,crack,1,1
x_2_3060_20.png,108,"[372, 456, 55, 134]",148900,crack,1,1
x_1_380_30.png,109,"[259, 96, 71, 231]",256700,block,1,1
x_3_105_01.png,109,"[428, 125, 106, 139]",154400,leak,1,1
x_3_1381_10.png,109,"[159, 163, 201, 119]",167500,leak,1,1
x_3_2803_21.png,109,"[168, 179, 43, 43]",47800,leak,1,1
x_1_362_31.png,109,"[56, 183, 23, 38]",42200,leak,1,1
x_3_222_30.png,109,"[77, 182, 25, 37]",41100,leak,1,1
x_1_408_31.png,109,"[93, 192, 45, 47]",52200,leak,1,1
x_2_357_31.png,109,"[0, 148, 11, 9]",10000,leak,1,1
s_5_737_31.png,109,"[329, 594, 3, 165]",250000,leak,1,1
x_2_400_21.png,110,"[347, 347, 7, 14]",15600,leak,1,1
x_1_455_11.png,110,"[348, 309, 247, 366]",406700,leak,1,1
x_1_400_21.png,110,"[627, 18, 165, 507]",563300,leak,1,1
x_3_433_11.png,110,"[783, 201, 6, 17]",18900,leak,1,1
x_1_364_10.png,111,"[0, 515, 31, 51]",51000,crack,1,1
x_2_1432_10.png,111,"[926, 244, 7, 54]",70000,crack,1,1
x_2_434_21.png,113,"[357, 0, 9, 27]",35300,leak,1,1
s_5_980_20.png,115,"[459, 892, 224, 74]",224000,crack,1,1
x_2_2827_11.png,117,"[156, 6, 52, 546]",541700,crack,1,1
x_2_3026_01.png,117,"[123, 102, 97, 53]",101000,leak,1,1
x_3_1251_21.png,118,"[678, 166, 23, 26]",28900,crack,1,1
x_2_2741_01.png,119,"[514, 561, 85, 104]",135900,crack,1,1
x_1_163_01.png,119,"[417, 585, 11, 99]",129400,crack,1,1
x_2_451_10.png,119,"[313, 58, 87, 149]",194800,crack,1,1
x_1_142_00.png,119,"[0, 0, 336, 764]",998700,leak,1,1
x_3_2984_10.png,121,"[19, 297, 479, 571]",532200,crack,1,1
x_2_226_11.png,126,"[831, 124, 216, 19]",281500,crack,1,1
x_3_3026_10.png,127,"[443, 128, 149, 92]",124200,crack,1,1
s_4_876_30.png,129,"[633, 606, 71, 67]",78900,crack,1,1
x_2_1353_21.png,133,"[515, 67, 515, 597]",663300,leak,1,1
s_5_732_20.png,134,"[0, 218, 8, 5]",111100,crack,1,1
s_4_1813_30.png,134,"[304, 25, 47, 25]",65300,crack,1,1
x_1_216_20.png,134,"[5, 53, 219, 339]",632500,leak,1,1
s_4_941_20.png,135,"[363, 357, 27, 26]",30000,leak,1,1
s_4_867_30.png,137,"[429, 575, 106, 105]",137300,crack,1,1
x_2_350_00.png,137,"[0, 0, 342, 764]",998700,leak,1,1
x_1_394_10.png,137,"[323, 57, 94, 153]",200000,crack,1,1
x_3_1267_11.png,137,"[528, 55, 74, 102]",133300,crack,1,1
x_2_304_00.png,144,"[35, 356, 964, 643]",964000,leak,1,1
s_4_751_21.png,147,"[0, 372, 22, 13]",34400,crack,1,1
x_3_1344_20.png,148,"[19, 108, 1116, 791]",930000,leak,1,1
x_1_403_11.png,148,"[0, 84, 76, 53]",63300,leak,1,1
x_1_287_31.png,148,"[831, 759, 186, 14]",155600,leak,1,1
x_1_1262_11.png,152,"[453, 244, 46, 339]",383300,crack,1,1
x_2_287_31.png,152,"[1103, 448, 78, 32]",65000,crack,1,1
x_2_403_10.png,153,"[307, 0, 72, 537]",795600,block,1,1
x_2_351_10.png,153,"[267, 262, 5, 69]",102200,leak,1,1
s_5_726_30.png,156,"[102, 0, 1, 139]",154400,block,1,1
x_2_372_20.png,156,"[674, 131, 46, 19]",38300,crack,1,1
x_3_351_20.png,163,"[276, 92, 8, 85]",94300,leak,1,1
x_2_3079_11.png,163,"[819, 323, 15, 11]",12500,crack,1,1
x_3_1353_30.png,163,"[278, 8, 17, 12]",14200,leak,1,1
x_2_377_10.png,164,"[462, 42, 79, 68]",88900,leak,1,1
x_3_1348_10.png,166,"[0, 0, 313, 764]",998700,leak,1,1
x_2_1554_11.png,169,"[456, 0, 175, 101]",145800,leak,1,1
x_2_375_31.png,169,"[911, 0, 288, 538]",672500,leak,1,1
x_1_158_10.png,171,"[728, 399, 99, 88]",130400,crack,1,1
x_1_390_01.png,171,"[53, 335, 79, 48]",71100,crack,1,1
x_2_449_31.png,171,"[15, 108, 1015, 566]",845800,leak,1,1
x_3_350_21.png,172,"[0, 119, 27, 29]",32200,crack,1,1
x_3_434_10.png,174,"[576, 582, 29, 179]",241700,crack,1,1
x_1_2828_21.png,174,"[1088, 555, 111, 81]",92500,crack,1,1
x_2_1361_00.png,174,"[728, 49, 247, 544]",604400,leak,1,1
s_4_779_10.png,174,"[96, 491, 21, 37]",41100,leak,1,1
x_3_1483_20.png,175,"[0, 142, 666, 622]",813100,leak,1,1
s_4_3777_31.png,179,"[672, 472, 527, 28]",439200,leak,1,1
x_2_228_11.png,179,"[31, 502, 1, 12]",13300,leak,1,1
x_3_1265_30.png,179,"[308, 675, 104, 174]",193300,leak,1,1
x_2_1475_00.png,179,"[276, 566, 131, 303]",336700,leak,1,1
x_2_2825_30.png,179,"[399, 838, 4, 6]",6700,leak,1,1
x_3_138_10.png,179,"[399, 586, 5, 13]",14400,leak,1,1
x_3_3111_31.png,179,"[63, 305, 481, 566]",628900,leak,1,1
x_2_2679_21.png,181,"[98, 0, 186, 527]",585600,leak,1,1
x_1_2733_20.png,181,"[693, 15, 82, 31]",68300,crack,1,1
x_3_1316_20.png,181,"[307, 15, 78, 18]",65000,crack,1,1
x_1_393_31.png,182,"[518, 0, 681, 634]",939300,block,1,1
x_3_1252_20.png,187,"[12, 713, 108, 58]",120000,crack,1,1
x_1_1350_10.png,190,"[234, 0, 245, 764]",998700,leak,1,1
x_1_379_21.png,190,"[697, 257, 91, 166]",217000,leak,1,1
x_3_2784_21.png,8000,"[53, 302, 19, 372]",413300,leak,1,1
x_3_408_01.png,8000,"[156, 491, 66, 5]",55600,leak,1,1
x_3_2787_21.png,8000,"[219, 431, 61, 23]",50800,leak,1,1
s_5_3348_20.png,8000,"[662, 386, 13, 19]",21100,leak,1,1
s_5_3455_10.png,8000,"[353, 0, 729, 231]",607500,leak,1,1
x_3_1361_21.png,8001,"[886, 279, 21, 9]",17500,crack,1,1
s_4_3270_21.png,8001,"[879, 302, 22, 9]",18300,crack,1,1
x_2_178_21.png,8001,"[913, 298, 21, 1]",17500,crack,1,1
x_1_367_20.png,8001,"[927, 292, 13, 9]",13300,crack,1,1
x_3_354_20.png,8001,"[23, 116, 969, 558]",826700,leak,1,1
x_3_2728_20.png,8002,"[408, 393, 65, 92]",102200,crack,1,1
x_2_344_30.png,8003,"[225, 0, 151, 577]",641100,leak,1,1
x_2_214_30.png,8003,"[818, 17, 23, 311]",345600,leak,1,1
s_5_3418_20.png,8003,"[983, 228, 21, 2]",22200,crack,1,1
x_2_1480_20.png,8003,"[1136, 132, 3, 5]",5600,leak,1,1
x_1_2679_11.png,8003,"[706, 277, 13, 18]",20000,leak,1,1
s_5_761_21.png,8003,"[1061, 35, 75, 156]",173300,leak,1,1
x_1_346_10.png,8003,"[1115, 66, 84, 91]",101100,leak,1,1
x_1_331_21.png,8004,"[44, 369, 74, 95]",105600,leak,1,1
x_1_1301_21.png,8004,"[454, 26, 268, 98]",223300,leak,1,1
x_1_403_01.png,8004,"[987, 158, 193, 89]",160800,leak,1,1
x_2_1485_30.png,8004,"[1053, 233, 146, 17]",121700,leak,1,1
x_2_274_10.png,8005,"[68, 397, 39, 212]",325000,crack,1,1
x_3_2758_31.png,8006,"[747, 0, 55, 179]",198900,leak,1,1
x_3_439_31.png,8007,"[0, 454, 66, 85]",157400,leak,1,1
x_3_2983_01.png,8008,"[676, 0, 38, 227]",420400,leak,1,1
x_1_2707_21.png,8009,"[391, 0, 111, 538]",597800,leak,1,1
x_2_255_31.png,8009,"[373, 33, 15, 58]",64400,leak,1,1
s_5_856_20.png,8009,"[1044, 361, 28, 1]",23300,crack,1,1
x_2_355_21.png,8009,"[726, 174, 46, 203]",225600,block,1,1
x_2_360_31.png,8010,"[158, 0, 268, 53]",588900,leak,1,1
x_3_146_10.png,8010,"[82, 0, 89, 294]",326700,leak,1,1
x_1_389_00.png,8010,"[76, 201, 74, 91]",101100,leak,1,1
x_3_3035_20.png,8010,"[0, 179, 28, 17]",23300,leak,1,1
x_3_2755_00.png,8010,"[0, 181, 124, 57]",103300,leak,1,1
x_3_1256_00.png,8011,"[374, 0, 525, 848]",706700,block,1,1
x_2_304_20.png,8011,"[139, 466, 99, 19]",158300,block,1,1
x_2_1480_01.png,194,"[1066, 143, 133, 756]",840000,crack,1,1
x_1_1437_11.png,196,"[0, 539, 84, 225]",294100,leak,1,1
x_1_506_10.png,197,"[655, 231, 61, 39]",57800,crack,1,1
s_4_741_31.png,197,"[876, 229, 12, 15]",22200,crack,1,1
x_2_274_20.png,197,"[887, 233, 16, 12]",17800,crack,1,1
x_3_3092_11.png,197,"[889, 231, 2, 11]",16700,crack,1,1
x_2_350_30.png,198,"[997, 43, 11, 253]",281100,leak,1,1
x_3_1360_31.png,198,"[53, 455, 14, 13]",14400,leak,1,1
x_1_403_21.png,198,"[7, 444, 52, 129]",143300,leak,1,1
x_3_1335_11.png,198,"[0, 3, 815, 351]",679200,leak,1,1
x_1_362_21.png,201,"[186, 99, 39, 71]",92800,leak,1,1
x_1_1345_20.png,201,"[46, 0, 319, 764]",998700,leak,1,1
s_5_716_21.png,202,"[838, 408, 96, 131]",181900,leak,1,1
x_1_2824_11.png,202,"[548, 357, 1, 219]",304200,leak,1,1
x_1_346_30.png,202,"[433, 76, 153, 478]",663900,leak,1,1
x_2_1220_01.png,202,"[583, 273, 9, 23]",31900,leak,1,1
x_2_451_30.png,202,"[585, 106, 5, 12]",16700,leak,1,1
x_3_1256_01.png,203,"[352, 256, 382, 207]",318300,crack,1,1
x_1_1419_31.png,204,"[0, 382, 293, 228]",325600,crack,1,1
x_1_1426_00.png,208,"[506, 403, 83, 62]",115700,crack,1,1
x_1_158_01.png,208,"[39, 397, 29, 23]",42900,crack,1,1
x_3_405_31.png,208,"[367, 57, 11, 345]",643700,leak,1,1
x_1_1408_11.png,210,"[0, 82, 906, 682]",998900,leak,1,1
x_2_1352_10.png,212,"[906, 2, 93, 204]",204000,leak,1,1
x_1_343_01.png,212,"[507, 0, 243, 132]",243000,block,1,1
x_2_212_10.png,215,"[201, 714, 53, 17]",44200,crack,1,1
x_2_330_11.png,215,"[403, 688, 46, 42]",46700,leak,1,1
s_4_853_31.png,215,"[44, 1, 505, 748]",831100,leak,1,1
x_1_385_30.png,215,"[506, 507, 6, 11]",12200,leak,1,1
x_3_2990_20.png,216,"[1023, 86, 92, 33]",76700,crack,1,1
x_1_412_00.png,217,"[1154, 17, 35, 12]",29200,crack,1,1
x_2_450_31.png,218,"[1138, 0, 61, 208]",231100,leak,1,1
x_3_1332_30.png,220,"[1003, 27, 58, 21]",48300,crack,1,1
x_3_1415_31.png,220,"[0, 0, 147, 246]",273300,leak,1,1
x_1_1338_21.png,222,"[0, 212, 1039, 498]",865800,crack,1,1
x_2_397_21.png,226,"[58, 206, 75, 55]",81500,crack,1,1
x_1_376_21.png,227,"[373, 92, 826, 405]",688300,leak,1,1
x_2_347_30.png,227,"[381, 198, 34, 77]",85500,leak,1,1
x_2_500_30.png,228,"[666, 0, 24, 32]",264600,leak,1,1
x_2_1475_10.png,228,"[642, 541, 44, 76]",99300,leak,1,1
x_3_1264_00.png,229,"[25, 202, 203, 165]",244400,crack,1,1
x_1_2707_01.png,238,"[531, 237, 33, 239]",275000,leak,1,1
s_5_1074_11.png,241,"[0, 0, 203, 447]",584300,leak,1,1
x_1_304_20.png,245,"[46, 279, 149, 101]",232800,crack,1,1
x_2_384_11.png,245,"[62, 443, 267, 36]",417200,crack,1,1
x_3_152_10.png,246,"[298, 0, 79, 321]",445800,leak,1,1
x_1_1431_21.png,250,"[79, 0, 61, 118]",131100,leak,1,1
x_1_315_30.png,250,"[38, 0, 154, 331]",367800,leak,1,1
x_2_1165_31.png,251,"[11, 0, 649, 1141]",950800,leak,1,1
s_4_741_21.png,251,"[257, 683, 642, 439]",713300,leak,1,1
x_1_499_21.png,251,"[528, 933, 1, 13]",11100,leak,1,1
x_2_1309_31.png,251,"[796, 912, 103, 42]",114400,leak,1,1
s_5_835_31.png,253,"[847, 18, 391, 779]",811500,crack,1,1
x_3_3033_30.png,254,"[0, 0, 211, 546]",606700,leak,1,1
x_2_184_31.png,258,"[295, 106, 752, 341]",626700,leak,1,1
x_1_1290_11.png,258,"[78, 361, 231, 96]",192500,crack,1,1
x_2_345_11.png,263,"[5, 865, 181, 94]",141400,crack,1,1
x_3_1472_30.png,264,"[781, 413, 29, 11]",24200,crack,1,1
x_3_397_31.png,265,"[763, 417, 48, 2]",40000,crack,1,1
x_1_320_20.png,265,"[878, 375, 12, 16]",17800,crack,1,1
x_3_2886_30.png,265,"[41, 735, 6, 53]",58900,crack,1,1
x_3_1256_31.png,265,"[0, 846, 22, 53]",58900,crack,1,1
x_2_3030_20.png,267,"[0, 358, 124, 59]",103300,leak,1,1
x_1_430_10.png,267,"[88, 353, 138, 47]",115000,leak,1,1
x_1_232_30.png,267,"[63, 284, 44, 71]",88700,leak,1,1
x_2_1369_01.png,267,"[11, 298, 33, 56]",70000,leak,1,1
x_3_452_11.png,267,"[217, 67, 129, 328]",410000,block,1,1
x_2_3066_20.png,267,"[275, 274, 45, 84]",105000,leak,1,1
x_1_1315_10.png,267,"[346, 282, 1, 55]",68800,leak,1,1
x_1_1366_01.png,267,"[457, 111, 44, 138]",172500,block,1,1
x_3_1487_01.png,267,"[28, 289, 4, 1]",12500,leak,1,1
x_2_400_11.png,268,"[757, 63, 16, 29]",32200,leak,1,1
x_3_431_11.png,268,"[787, 367, 7, 13]",14400,leak,1,1
x_1_255_31.png,268,"[4, 733, 57, 2]",47500,crack,1,1
s_4_705_21.png,268,"[522, 523, 243, 148]",202500,leak,1,1
x_1_254_31.png,268,"[56, 377, 311, 165]",259200,leak,1,1
x_2_480_01.png,268,"[591, 23, 181, 749]",832200,leak,1,1
s_5_726_21.png,268,"[201, 519, 372, 56]",310000,leak,1,1
s_5_679_01.png,269,"[882, 234, 181, 159]",147200,leak,1,1
x_3_1383_11.png,269,"[1084, 314, 42, 21]",29200,leak,1,1
x_2_1220_21.png,269,"[0, 0, 633, 734]",679600,leak,1,1
s_5_1813_20.png,269,"[1082, 246, 142, 9]",98600,leak,1,1
x_1_375_01.png,269,"[1066, 265, 189, 107]",131300,leak,1,1
x_1_2728_30.png,270,"[0, 158, 602, 283]",602000,crack,1,1
x_1_385_31.png,271,"[152, 215, 185, 1]",154200,crack,1,1
x_2_2987_00.png,272,"[785, 0, 23, 22]",183300,leak,1,1
x_1_2830_00.png,272,"[866, 151, 31, 63]",52500,leak,1,1
x_2_2888_10.png,272,"[657, 128, 7, 143]",119200,leak,1,1
x_1_355_21.png,272,"[598, 2, 31, 275]",229200,leak,1,1
x_3_1554_30.png,272,"[0, 0, 406, 3]",451100,leak,1,1
x_3_1257_11.png,272,"[104, 5, 9, 9]",10000,leak,1,1
x_2_431_21.png,272,"[223, 132, 7, 7]",7800,leak,1,1
x_1_376_30.png,272,"[71, 107, 178, 108]",197800,leak,1,1
s_4_884_31.png,272,"[186, 88, 207, 208]",230000,leak,1,1
x_3_320_20.png,272,"[318, 33, 249, 159]",276700,leak,1,1
x_1_358_21.png,274,"[479, 258, 24, 112]",222200,crack,1,1
x_1_298_20.png,274,"[32, 198, 302, 123]",279600,crack,1,1
x_3_2884_31.png,274,"[79, 0, 168, 846]",587500,leak,1,1
x_2_261_20.png,277,"[198, 712, 736, 187]",613300,crack,1,1
x_2_448_20.png,278,"[408, 46, 483, 391]",579300,leak,1,1
x_2_1326_21.png,278,"[322, 379, 1, 164]",243000,crack,1,1
x_3_2887_20.png,284,"[9, 181, 6, 63]",70000,leak,1,1
